"hgnc_symbol","uniprotswissprot","go_id","name_1006","definition_1006"
"ITGB1","P05556","GO:0046982","protein heterodimerization activity","Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer. [GOC:ai]"
"ITGB1","P05556","GO:0030198","extracellular matrix organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix. [GOC:mah]"
"ITGB1","P05556","GO:0032403","protein complex binding","Interacting selectively and non-covalently with any protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:mah]"
"ITGB1","P05556","GO:0016477","cell migration","The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues. Cell migration is a central process in the development and maintenance of multicellular organisms. [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, http://en.wikipedia.org/wiki/Cell_migration]"
"ITGB1","P05556","GO:0003779","actin binding","Interacting selectively and non-covalently with monomeric or multimeric forms of actin, including actin filaments. [GOC:clt]"
"ITGB1","P05556","GO:0001618","virus receptor activity","Combining with a virus component and mediating entry of the virus into the cell. [GOC:bf, GOC:dph, PMID:7621403, UniProtKB-KW:KW-1183]"
"ITGB1","P05556","GO:0043235","receptor complex","Any protein complex that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function. [GOC:go_curators]"
"ITGB1","P05556","GO:0031589","cell-substrate adhesion","The attachment of a cell to the underlying substrate via adhesion molecules. [GOC:mah, GOC:pf]"
"ITGB1","P05556","GO:0006968","cellular defense response","A defense response that is mediated by cells. [GOC:ebc]"
"ITGB1","P05556","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","The attachment of a plasma membrane adhesion molecule in one cell to an identical molecule in an adjacent cell. [ISBN:0198506732]"
"ITGB1","P05556","GO:2000273","positive regulation of receptor activity","Any process that activates or increases the frequency, rate or extent of receptor activity. [GOC:obol]"
"ITGB1","P05556","GO:0045121","membrane raft","Any of the small (10-200 nm), heterogeneous, highly dynamic, sterol- and sphingolipid-enriched membrane domains that compartmentalize cellular processes. Small rafts can sometimes be stabilized to form larger platforms through protein-protein and protein-lipid interactions. [PMID:16645198, PMID:20044567]"
"ITGB1","P05556","GO:0031623","receptor internalization","A receptor-mediated endocytosis process that results in the movement of receptors from the plasma membrane to the inside of the cell. The process begins when cell surface receptors are monoubiquitinated following ligand-induced activation. Receptors are subsequently taken up into endocytic vesicles from where they are either targeted to the lysosome or vacuole for degradation or recycled back to the plasma membrane. [GOC:bf, GOC:mah, GOC:signaling, PMID:15006537, PMID:19643732]"
"ITGB1","P05556","GO:0015026","coreceptor activity","Combining with an extracellular or intracellular messenger, and in cooperation with a nearby primary receptor, initiating a change in cell activity. [GOC:go_curators]"
"ITGB1","P05556","GO:0098639","collagen binding involved in cell-matrix adhesion","Any collagen binding that occurs as part of cell-matrix adhesion. [GOC:dos]"
"ITGB1","P05556","GO:0034680","integrin alpha10-beta1 complex","An integrin complex that comprises one alpha10 subunit and one beta1 subunit. [PMID:12297042]"
"ITGB1","P05556","GO:0050839","cell adhesion molecule binding","Interacting selectively and non-covalently with a cell adhesion molecule. [GOC:ai]"
"ITGB1","P05556","GO:0031594","neuromuscular junction","The junction between the axon of a motor neuron and a muscle fiber. In response to the arrival of action potentials, the presynaptic button releases molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane of the muscle fiber, leading to a change in post-synaptic potential. [GOC:nln]"
"ITGB1","P05556","GO:0019960","C-X3-C chemokine binding","Interacting selectively and non-covalently with a C-X3-C chemokine; C-X3-C chemokines have three amino acids between the first two cysteines of the characteristic four-cysteine motif. [GOC:ai]"
"ITGB1","P05556","GO:0033627","cell adhesion mediated by integrin","The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via an integrin, a heterodimeric adhesion receptor formed by the non-covalent association of particular alpha and beta subunits. [GOC:add, PMID:12213832, PMID:14754902]"
"ITGB1","P05556","GO:0034113","heterotypic cell-cell adhesion","The attachment of a cell to a cell of a different type via adhesion molecules. [GOC:add]"
"ITGB1","P05556","GO:0048333","mesodermal cell differentiation","The process in which a relatively unspecialized cell acquires the specialized features of a mesoderm cell. [GOC:dgh]"
"ITGB1","P05556","GO:0071404","cellular response to low-density lipoprotein particle stimulus","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a low-density lipoprotein particle stimulus. [GOC:mah]"
"ITGB1","P05556","GO:0007159","leukocyte cell-cell adhesion","The attachment of a leukocyte to another cell via adhesion molecules. [GOC:go_curators]"
"ITGB1","P05556","GO:0007161","calcium-independent cell-matrix adhesion","The binding of a cell to the extracellular matrix via adhesion molecules that do not require the presence of calcium for the interaction. [GOC:hb]"
"ITGB1","P05556","GO:0010710","regulation of collagen catabolic process","Any process that modulates the rate, frequency or extent of collagen catabolism. Collagen catabolism is the proteolytic chemical reactions and pathways resulting in the breakdown of collagen in the extracellular matrix. [GOC:BHF, GOC:dph, GOC:tb]"
"ITGB1","P05556","GO:0030183","B cell differentiation","The process in which a precursor cell type acquires the specialized features of a B cell. A B cell is a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity. [GO_REF:0000022, GOC:mah, GOC:mtg_15nov05]"
"ITGB1","P05556","GO:0033631","cell-cell adhesion mediated by integrin","The attachment of one cell to another cell via an integrin, a heterodimeric adhesion receptor formed by the non-covalent association of particular alpha and beta subunits. [GOC:add, PMID:12213832, PMID:14754902]"
"ITGB1","P05556","GO:0043065","positive regulation of apoptotic process","Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process. [GOC:jl, GOC:mtg_apoptosis]"
"ITGB1","P05556","GO:0050901","leukocyte tethering or rolling","Transient adhesive interactions between leukocytes and endothelial cells lining blood vessels. Carbohydrates on circulating leukocytes bind selectins on the vessel wall causing the leukocytes to slow down and roll along the inner surface of the vessel wall. During this rolling motion, transitory bonds are formed and broken between selectins and their ligands. Typically the first step in cellular extravasation (the movement of leukocytes out of the circulatory system, towards the site of tissue damage or infection). [GOC:bf, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538, Wikipedia:Leukocyte_extravasation]"
"ITGB1","P05556","GO:2000811","negative regulation of anoikis","Any process that stops, prevents or reduces the frequency, rate or extent of anoikis. [GOC:obol]"
"ITGB1","P05556","GO:0030175","filopodium","Thin, stiff, actin-based protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal or dendritic growth cone, or a dendritic shaft. [GOC:mah, GOC:pr, ISBN:0815316194]"
"ITGB1","P05556","GO:0034665","integrin alpha1-beta1 complex","An integrin complex that comprises one alpha1 subunit and one beta1 subunit. [PMID:12297042]"
"ITGB1","P05556","GO:0034666","integrin alpha2-beta1 complex","An integrin complex that comprises one alpha2 subunit and one beta1 subunit. [PMID:12297042]"
"ITGB1","P05556","GO:0034667","integrin alpha3-beta1 complex","An integrin complex that comprises one alpha3 subunit and one beta1 subunit. [PMID:12297042]"
"ITGB1","P05556","GO:0034678","integrin alpha8-beta1 complex","An integrin complex that comprises one alpha8 subunit and one beta1 subunit. [PMID:12297042]"
"ITGB1","P05556","GO:0034681","integrin alpha11-beta1 complex","An integrin complex that comprises one alpha11 subunit and one beta1 subunit. [PMID:12297042]"
"ITGB1","P05556","GO:0071438","invadopodium membrane","The portion of the plasma membrane surrounding an invadopodium. [GOC:mah]"
"ITGB1","P05556","GO:1903078","positive regulation of protein localization to plasma membrane","Any process that activates or increases the frequency, rate or extent of protein localization to plasma membrane. [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:11602640]"
"ITGB1","P05556","GO:0048471","perinuclear region of cytoplasm","Cytoplasm situated near, or occurring around, the nucleus. [GOC:jid]"
"ITGB1","P05556","GO:0005178","integrin binding","Interacting selectively and non-covalently with an integrin. [GOC:ceb]"
"ITGB1","P05556","GO:0043236","laminin binding","Interacting selectively and non-covalently with laminins, glycoproteins that are major constituents of the basement membrane of cells. [GOC:ecd]"
"ITGB1","P05556","GO:0000082","G1/S transition of mitotic cell cycle","The mitotic cell cycle transition by which a cell in G1 commits to S phase. The process begins with the build up of G1 cyclin-dependent kinase (G1 CDK), resulting in the activation of transcription of G1 cyclins. The process ends with the positive feedback of the G1 cyclins on the G1 CDK which commits the cell to S phase, in which DNA replication is initiated. [GOC:mtg_cell_cycle]"
"ITGB1","P05556","GO:0001701","in utero embryonic development","The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus. [GOC:go_curators, GOC:mtg_sensu]"
"ITGB1","P05556","GO:0001708","cell fate specification","The process involved in the specification of cell identity. Once specification has taken place, a cell will be committed to differentiate down a specific pathway if left in its normal environment. [GOC:go_curators]"
"ITGB1","P05556","GO:0002042","cell migration involved in sprouting angiogenesis","The orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels involved in sprouting angiogenesis. [PMID:16391003]"
"ITGB1","P05556","GO:0008284","positive regulation of cell proliferation","Any process that activates or increases the rate or extent of cell proliferation. [GOC:go_curators]"
"ITGB1","P05556","GO:0008354","germ cell migration","The orderly movement of a cell specialized to produce haploid gametes through the embryo from its site of production to the place where the gonads will form. [GOC:bf, GOC:jl]"
"ITGB1","P05556","GO:0008542","visual learning","Any process in an organism in which a change in behavior of an individual occurs in response to repeated exposure to a visual cue. [GOC:jid, ISBN:0582227089]"
"ITGB1","P05556","GO:0021943","formation of radial glial scaffolds","The formation of scaffolds from a radial glial cell. The scaffolds are used as a substrate for the radial migration of cells. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, GOC:mtg_15jun06, PMID:15157725]"
"ITGB1","P05556","GO:0031175","neuron projection development","The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites). [GOC:mah]"
"ITGB1","P05556","GO:0035024","negative regulation of Rho protein signal transduction","Any process that stops, prevents, or reduces the frequency, rate or extent of Rho protein signal transduction. [GOC:bf]"
"ITGB1","P05556","GO:0045214","sarcomere organization","The myofibril assembly process that results in the organization of muscle actomyosin into sarcomeres. The sarcomere is the repeating unit of a myofibril in a muscle cell, composed of an array of overlapping thick and thin filaments between two adjacent Z discs. [GOC:bf]"
"ITGB1","P05556","GO:0045596","negative regulation of cell differentiation","Any process that stops, prevents, or reduces the frequency, rate or extent of cell differentiation. [GOC:go_curators]"
"ITGB1","P05556","GO:0048675","axon extension","Long distance growth of a single axon process involved in cellular development. [GOC:BHF, GOC:dgh, GOC:dph, GOC:jid, GOC:lm, GOC:rl]"
"ITGB1","P05556","GO:0048738","cardiac muscle tissue development","The process whose specific outcome is the progression of cardiac muscle over time, from its formation to the mature structure. [GOC:dph, GOC:jid, GOC:lm]"
"ITGB1","P05556","GO:0048813","dendrite morphogenesis","The process in which the anatomical structures of a dendrite are generated and organized. A dendrite is a freely branching protoplasmic process of a nerve cell. [GOC:jl, ISBN:0198506732]"
"ITGB1","P05556","GO:0051726","regulation of cell cycle","Any process that modulates the rate or extent of progression through the cell cycle. [GOC:ai, GOC:dph, GOC:tb]"
"ITGB1","P05556","GO:0055007","cardiac muscle cell differentiation","The process in which a cardiac muscle precursor cell acquires specialized features of a cardiac muscle cell. Cardiac muscle cells are striated muscle cells that are responsible for heart contraction. [GOC:devbiol, GOC:mtg_heart]"
"ITGB1","P05556","GO:0071711","basement membrane organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the basement membrane. [GOC:mah]"
"ITGB1","P05556","GO:0009897","external side of plasma membrane","The leaflet of the plasma membrane that faces away from the cytoplasm and any proteins embedded or anchored in it or attached to its surface. [GOC:dos, GOC:tb]"
"ITGB1","P05556","GO:0014704","intercalated disc","A complex cell-cell junction at which myofibrils terminate in cardiomyocytes; mediates mechanical and electrochemical integration between individual cardiomyocytes. The intercalated disc contains regions of tight mechanical attachment (fasciae adherentes and desmosomes) and electrical coupling (gap junctions) between adjacent cells. [GOC:mtg_muscle, PMID:11732910]"
"ITGB1","P05556","GO:0031410","cytoplasmic vesicle","A vesicle found in the cytoplasm of a cell. [GOC:ai, GOC:mah, GOC:vesicles]"
"ITGB1","P05556","GO:0034677","integrin alpha7-beta1 complex","An integrin complex that comprises one alpha7 subunit and one beta1 subunit. [PMID:12297042]"
"ITGB1","P05556","GO:0035748","myelin sheath abaxonal region","The region of the myelin sheath furthest from the axon. [GOC:BHF, PMID:20237282]"
"ITGB1","P05556","GO:0043197","dendritic spine","A small, membranous protrusion from a dendrite that forms a postsynaptic compartment - typically receiving input from a single presynapse.  They function as partially isolated biochemical and an electrical compartments. Spine morphology is variable including \thin\, \stubby\, \mushroom\, and \branched\, with a continuum of intermediate morphologies. They typically terminate in a bulb shape, linked to the dendritic shaft by a restriction. Spine remodeling is though to be involved in synaptic plasticity. [GOC:nln]"
"ITGB1","P05556","GO:0045202","synapse","The junction between a nerve fiber of one neuron and another neuron, muscle fiber or glial cell. As the nerve fiber approaches the synapse it enlarges into a specialized structure, the presynaptic nerve ending, which contains mitochondria and synaptic vesicles. At the tip of the nerve ending is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic nerve ending secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane. [ISBN:0198506732]"
"ITGB1","P05556","GO:0097060","synaptic membrane","A specialized area of membrane on either the presynaptic or the postsynaptic side of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell. [GOC:BHF, PMID:20410104]"
"KRT18","P05783","GO:0003723","RNA binding","Interacting selectively and non-covalently with an RNA molecule or a portion thereof. [GOC:jl, GOC:mah]"
"KRT18","P05783","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"
"KRT18","P05783","GO:0005737","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"
"KRT18","P05783","GO:0005829","cytosol","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes. [GOC:hjd, GOC:jl]"
"KRT18","P05783","GO:0005198","structural molecule activity","The action of a molecule that contributes to the structural integrity of a complex or its assembly within or outside a cell. [GOC:mah, GOC:vw]"
"KRT18","P05783","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]"
"KRT18","P05783","GO:0007049","cell cycle","The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division. [GOC:go_curators, GOC:mtg_cell_cycle]"
"KRT18","P05783","GO:0005882","intermediate filament","A cytoskeletal structure that forms a distinct elongated structure, characteristically 10 nm in diameter, that occurs in the cytoplasm of eukaryotic cells. Intermediate filaments form a fibrous system, composed of chemically heterogeneous subunits and involved in mechanically integrating the various components of the cytoplasmic space. Intermediate filaments may be divided into five chemically distinct classes: Type I, acidic keratins; Type II, basic keratins; Type III, including desmin, vimentin and others; Type IV, neurofilaments and related filaments; and Type V, lamins. [http://www.cytochemistry.net/Cell-biology/intermediate_filaments.htm, ISBN:0198506732]"
"KRT18","P05783","GO:0048471","perinuclear region of cytoplasm","Cytoplasm situated near, or occurring around, the nucleus. [GOC:jid]"
"KRT18","P05783","GO:0005730","nucleolus","A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome. [ISBN:0198506732]"
"KRT18","P05783","GO:0070062","extracellular exosome","A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm. [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]"
"KRT18","P05783","GO:0031424","keratinization","The process in which the cytoplasm of the outermost cells of the vertebrate epidermis is replaced by keratin. Keratinization occurs in the stratum corneum, feathers, hair, claws, nails, hooves, and horns. [GOC:dph, GOC:ebc, GOC:sdb_2009, GOC:tb]"
"KRT18","P05783","GO:0016032","viral process","A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle. [GOC:bf, GOC:jl, GOC:mah]"
"KRT18","P05783","GO:0098641","cadherin binding involved in cell-cell adhesion","Any cadherin binding that occurs as part of the process of cell-cell adhesion. [GOC:dos]"
"KRT18","P05783","GO:0098609","cell-cell adhesion","The attachment of one cell to another cell via adhesion molecules. [GOC:dos]"
"KRT18","P05783","GO:0005913","cell-cell adherens junction","An adherens junction which connects a cell to another cell. [GOC:hb]"
"KRT18","P05783","GO:0043066","negative regulation of apoptotic process","Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process. [GOC:jl, GOC:mtg_apoptosis]"
"KRT18","P05783","GO:0009653","anatomical structure morphogenesis","The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form. [GOC:go_curators, ISBN:0521436125]"
"KRT18","P05783","GO:0097110","scaffold protein binding","Interacting selectively and non-covalently with a scaffold protein. Scaffold proteins are crucial regulators of many key signaling pathways. Although not strictly defined in function, they are known to interact and/or bind with multiple members of a signaling pathway, tethering them into complexes. [GOC:BHF, GOC:sjp, PMID:10433269, Wikipedia:Scaffold_protein]"
"KRT18","P05783","GO:0045104","intermediate filament cytoskeleton organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising intermediate filaments and their associated proteins. [GOC:ai]"
"KRT18","P05783","GO:0070268","cornification","A type of programmed cell death that occurs in the epidermis, morphologically and biochemically distinct from apoptosis. It leads to the formation of corneocytes, i.e. dead keratinocytes containing an amalgam of specific proteins (e.g., keratin, loricrin, SPR and involucrin) and lipids (e.g., fatty acids and ceramides), which are necessary for the function of the cornified skin layer (mechanical resistance, elasticity, water repellence and structural stability). [GOC:krc, PMID:18846107]"
"KRT18","P05783","GO:0005815","microtubule organizing center","An intracellular structure that can catalyze gamma-tubulin-dependent microtubule nucleation and that can anchor microtubules by interacting with their minus ends, plus ends or sides. [GOC:vw, http://en.wikipedia.org/wiki/Microtubule_organizing_center, ISBN:0815316194, PMID:17072892, PMID:17245416]"
"KRT18","P05783","GO:0034451","centriolar satellite","A small (70-100 nm) cytoplasmic granule that contains a number of centrosomal proteins; centriolar satellites traffic toward microtubule minus ends and are enriched near the centrosome. [GOC:BHF, PMID:10579718, PMID:12403812]"
"KRT18","P05783","GO:0043000","Golgi to plasma membrane CFTR protein transport","The directed movement of Cystic Fibrosis Transmembrane conductance Regulator (CFTR) protein from the Golgi to the plasma membrane. [GOC:jl]"
"KRT18","P05783","GO:0045095","keratin filament","A filament composed of acidic and basic keratins (types I and II), typically expressed in epithelial cells. The keratins are the most diverse classes of IF proteins, with a large number of keratin isoforms being expressed. Each type of epithelium always expresses a characteristic combination of type I and type II keratins. [ISBN:0716731363]"
"KRT18","P05783","GO:0033209","tumor necrosis factor-mediated signaling pathway","A series of molecular signals initiated by the binding of a tumor necrosis factor to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription. [GOC:mah, GOC:signaling]"
"KRT18","P05783","GO:0097191","extrinsic apoptotic signaling pathway","A series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with either a ligand binding to a cell surface receptor, or a ligand being withdrawn from a cell surface receptor (e.g. in the case of signaling by dependence receptors), and ends when the execution phase of apoptosis is triggered. [GOC:mtg_apoptosis, GOC:yaf, PMID:17340152]"
"KRT18","P05783","GO:0097284","hepatocyte apoptotic process","Any apoptotic process in a hepatocyte, the main structural component of the liver. [CL:0000182, GOC:jc, GOC:mtg_apoptosis, PMID:15856020]"
"KRT18","P05783","GO:0071944","cell periphery","The part of a cell encompassing the cell cortex, the plasma membrane, and any external encapsulating structures. [GOC:mah]"
"KRT8","P05787","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"
"KRT8","P05787","GO:0005737","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures. [ISBN:0198547684]"
"KRT8","P05787","GO:0005198","structural molecule activity","The action of a molecule that contributes to the structural integrity of a complex or its assembly within or outside a cell. [GOC:mah, GOC:vw]"
"KRT8","P05787","GO:0045111","intermediate filament cytoskeleton","Cytoskeletal structure made from intermediate filaments, typically organized in the cytosol as an extended system that stretches from the nuclear envelope to the plasma membrane. Some intermediate filaments run parallel to the cell surface, while others traverse the cytosol; together they form an internal framework that helps support the shape and resilience of the cell. [ISBN:0716731363]"
"KRT8","P05787","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]"
"KRT8","P05787","GO:0005882","intermediate filament","A cytoskeletal structure that forms a distinct elongated structure, characteristically 10 nm in diameter, that occurs in the cytoplasm of eukaryotic cells. Intermediate filaments form a fibrous system, composed of chemically heterogeneous subunits and involved in mechanically integrating the various components of the cytoplasmic space. Intermediate filaments may be divided into five chemically distinct classes: Type I, acidic keratins; Type II, basic keratins; Type III, including desmin, vimentin and others; Type IV, neurofilaments and related filaments; and Type V, lamins. [http://www.cytochemistry.net/Cell-biology/intermediate_filaments.htm, ISBN:0198506732]"
"KRT8","P05787","GO:0005654","nucleoplasm","That part of the nuclear content other than the chromosomes or the nucleolus. [GOC:ma, ISBN:0124325653]"
"KRT8","P05787","GO:0045095","keratin filament","A filament composed of acidic and basic keratins (types I and II), typically expressed in epithelial cells. The keratins are the most diverse classes of IF proteins, with a large number of keratin isoforms being expressed. Each type of epithelium always expresses a characteristic combination of type I and type II keratins. [ISBN:0716731363]"
"KRT8","P05787","GO:0005829","cytosol","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes. [GOC:hjd, GOC:jl]"
"KRT8","P05787","GO:0070062","extracellular exosome","A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm. [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]"
"KRT8","P05787","GO:0031424","keratinization","The process in which the cytoplasm of the outermost cells of the vertebrate epidermis is replaced by keratin. Keratinization occurs in the stratum corneum, feathers, hair, claws, nails, hooves, and horns. [GOC:dph, GOC:ebc, GOC:sdb_2009, GOC:tb]"
"KRT8","P05787","GO:0016032","viral process","A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle. [GOC:bf, GOC:jl, GOC:mah]"
"KRT8","P05787","GO:0016363","nuclear matrix","The dense fibrillar network lying on the inner side of the nuclear membrane. [ISBN:0582227089]"
"KRT8","P05787","GO:0097110","scaffold protein binding","Interacting selectively and non-covalently with a scaffold protein. Scaffold proteins are crucial regulators of many key signaling pathways. Although not strictly defined in function, they are known to interact and/or bind with multiple members of a signaling pathway, tethering them into complexes. [GOC:BHF, GOC:sjp, PMID:10433269, Wikipedia:Scaffold_protein]"
"KRT8","P05787","GO:0070268","cornification","A type of programmed cell death that occurs in the epidermis, morphologically and biochemically distinct from apoptosis. It leads to the formation of corneocytes, i.e. dead keratinocytes containing an amalgam of specific proteins (e.g., keratin, loricrin, SPR and involucrin) and lipids (e.g., fatty acids and ceramides), which are necessary for the function of the cornified skin layer (mechanical resistance, elasticity, water repellence and structural stability). [GOC:krc, PMID:18846107]"
"KRT8","P05787","GO:0032403","protein complex binding","Interacting selectively and non-covalently with any protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:mah]"
"KRT8","P05787","GO:0033209","tumor necrosis factor-mediated signaling pathway","A series of molecular signals initiated by the binding of a tumor necrosis factor to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription. [GOC:mah, GOC:signaling]"
"KRT8","P05787","GO:0045214","sarcomere organization","The myofibril assembly process that results in the organization of muscle actomyosin into sarcomeres. The sarcomere is the repeating unit of a myofibril in a muscle cell, composed of an array of overlapping thick and thin filaments between two adjacent Z discs. [GOC:bf]"
"KRT8","P05787","GO:0051599","response to hydrostatic pressure","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrostatic pressure stimulus. Hydrostatic pressure is the force acting on an object in a system where the fluid is at rest (as opposed to moving). The weight of the fluid above the object creates pressure on it. [Wikipedia:Hydrostatic_pressure]"
"KRT8","P05787","GO:0051707","response to other organism","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism. [GOC:ai]"
"KRT8","P05787","GO:0060706","cell differentiation involved in embryonic placenta development","The process in which a relatively unspecialized cell acquires specialized features of the embryonic placenta. [GOC:dph]"
"KRT8","P05787","GO:0097191","extrinsic apoptotic signaling pathway","A series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with either a ligand binding to a cell surface receptor, or a ligand being withdrawn from a cell surface receptor (e.g. in the case of signaling by dependence receptors), and ends when the execution phase of apoptosis is triggered. [GOC:mtg_apoptosis, GOC:yaf, PMID:17340152]"
"KRT8","P05787","GO:0097284","hepatocyte apoptotic process","Any apoptotic process in a hepatocyte, the main structural component of the liver. [CL:0000182, GOC:jc, GOC:mtg_apoptosis, PMID:15856020]"
"KRT8","P05787","GO:0005911","cell-cell junction","A cell junction that forms a connection between two or more cells in a multicellular organism; excludes direct cytoplasmic junctions such as ring canals. [GOC:dgh, GOC:hb, GOC:mah]"
"KRT8","P05787","GO:0016010","dystrophin-associated glycoprotein complex","A multiprotein complex that forms a strong mechanical link between the cytoskeleton and extracellular matrix; typical of, but not confined to, muscle cells. The complex is composed of transmembrane, cytoplasmic, and extracellular proteins, including dystrophin, sarcoglycans, dystroglycan, dystrobrevins, syntrophins, sarcospan, caveolin-3, and NO synthase. [PMID:15117830, PMID:16710609]"
"KRT8","P05787","GO:0016327","apicolateral plasma membrane","The apical end of the lateral plasma membrane of epithelial cells. [GOC:hb]"
"KRT8","P05787","GO:0030018","Z disc","Platelike region of a muscle sarcomere to which the plus ends of actin filaments are attached. [GOC:mtg_muscle, ISBN:0815316194]"
"KRT8","P05787","GO:0042383","sarcolemma","The outer membrane of a muscle cell, consisting of the plasma membrane, a covering basement membrane (about 100 nm thick and sometimes common to more than one fiber), and the associated loose network of collagen fibers. [ISBN:0198506732]"
