InteractorA	InteractorB	Sources	CrossConfidence	StandardConfidence	PublicationCount	Publications
P22681	P46109	mint, intact, Biogrid, Hprd	1	1	36	8662998, 15556646, 16982329, 8626543, 25814554, 10907644, 9820532, 11133830, 9590251, 12244174, 9092574, 10204582, 9162067, 9461587, 9344843, 15107835, 9851874, 7545163, 9311917, 9129019, 10608804, 16503409, 10657627, 11263968, 9988765, 8524328, 9195915, 11399323, 11157475, 15358160, 14604282, 18835194, 11553620, 24886428, 8621483, 8978305
P00533	P22681	mint, intact, Dip, Biogrid, Hprd	1	1	91	8662998, 15677445, 16729043, 7657591, 15657067, 15962011, 18273061, 16914641, 23799367, 27059931, 20308550, 10086340, 12061819, 18316398, 18508924, 17995934, 17971399, 17545148, 17486068, 16969069, 16246327, 16105874, 15668240, 15282549, 15159412, 15107835, 14505571, 12734385, 12604776, 12593795, 10428778, 17242169, 21772844, 20124286, 19225046, 19531499, 20877636, 19713535, 22203672, 15210722, 20940296, 14627991, 22591401, 16849543, 15465819, 9756944, 9130710, 11370743, 17880946, 15383614, 11239464, 15117950, 19836242, 22833562, 19578043, 17182860, 16923119, 12803489, 11408594, 7782294, 7592693, 22394513, 18271526, 22266821, 10635327, 19155296, 23158001, 23153581, 23175185, 23418353, 20562913, 23457600, 23774213, 9121472, 23897813, 19947936, 24714105, 24797263, 22976291, 25140053, 15735736, 26055326, 25521828, 26177020, 25872741, 28198003, 11994282, 9890970, 10092522, 10799548, 8798643
P29353	P00533	mint, intact, Dip, Biogrid, Hprd	1	1	34	8662998, 16729043, 15657067, 16273093, 9544989, 7518560, 7542744, 8034616, 23178716, 24189400, 23799367, 24658140, 26551075, 9742218, 19531499, 9756944, 9130710, 11370743, 11408594, 10595738, 18271526, 10049786, 10635327, 23956138, 7506413, 24797263, 25402006, 8810340, 10766863, 28065597, 24430869, 20473329, 8887653, 12577067
P27986	P00533	mint, intact, Biogrid, Hprd	1	1	6	8662998, 16273093, 7797556, 25241761, 19531499, 21701776
P00533	P16333	mint, intact, Biogrid, Hprd	1	1	7	8662998, 16273093, 24658140, 9362449, 1333047, 10026169, 25402006
P15863	P50221	mint, Biogrid, Hprd	1	1	1	11423130
P50222	P23760	mint, Biogrid, Hprd	1	1	1	11423130
Q92882	Q16637	mint, Hprd	1	1	1	11551898
O15117	P06241	mint, intact, Biogrid, Hprd	1	1	8	9207119, 17474147, 10409671, 25814554, 7504057, 9748251, 10229084, 10570256
Q13094	O15117	mint, intact, Dip, Biogrid, Hprd	1	1	8	9207119, 10570256, 10671560, 22074159, 25814554, 20534575, 10497204, 9115214
Q9UJY5	Q92673	mint, Biogrid, Hprd	1	1	4	11821067, 20015111, 17855360, 26053850
Q92673	Q9UJY4	mint, Biogrid, Hprd	1	1	1	11821067
P41743	Q9NPB6	mint, intact, Biogrid, Hprd	1	1	12	11257119, 11260256, 14676191, 16189514, 15590654, 17057644, 21516116, 26496610, unassigned1304, 12813044, 16861740, 25416956
Q8TEW0	Q9NPB6	mint, intact, Biogrid, Hprd	1	1	6	11257119, 14676191, 17057644, 26496610, 12459187, 22883624
P68400	P14625	mint, Biogrid, Hprd	1	1	1	11557039
P11274	P62993	mint, intact, Biogrid, Hprd	1	1	13	11726515, 10887132, 8112292, 9174058, 9178913, 8955135, 8995379, 21706016, 15143164, 7529874, 14725908, 19380743, 28514442
P00519	P08631	mint, Biogrid, Hprd	2	2	2	10849448, 9407116
P27348	Q14814	mint, Biogrid, Hprd	1	1	1	11433030
Q9NVW2	O43679	mint, Hprd	1	1	2	11882901, 10431247
Q9NVW2	Q86U70	mint, Biogrid, Hprd	1	1	4	11882901, 17437998, 20423330, 19117995
Q9NVW2	P25791	mint, Hprd	1	1	2	11882901, 10431247
Q9NPJ4	Q13285	mint, Hprd	1	1	1	11574675
P10276	Q9NPJ4	mint, Hprd	1	1	1	11574675
P03372	Q9NPJ4	mint, Biogrid, Hprd	1	1	2	11574675, 15604093
P11474	Q9NPJ4	mint, Hprd	1	1	1	11574675
P15941	P00533	mint, intact, Biogrid, Hprd	1	1	6	11483589, 24658140, 11278868, 16983337, 21258405, 25402006
P15941	P12931	mint, Biogrid, Hprd	1	1	3	11483589, 11152665, 21798038
P41240	P17302	mint, Hprd	1	1	1	11035005
P17302	P12931	mint, Hprd	2	2	3	11035005, 9278444, 11514593
P39019	P39019	mint, Hprd	2	2	1	11226885
P51168	P46934	mint, Biogrid, Hprd	1	1	9	11359767, 21765395, 10642508, 12167593, 11244092, 19953087, 20237237, 11323714, 10212229
P37088	P46934	mint, Biogrid, Hprd	1	1	7	11359767, 10642508, 12167593, 11244092, 23665454, 26685112, 10212229
P51170	P46934	mint, Biogrid, Hprd	1	1	7	11359767, 10642508, 12167593, 11244092, 17013377, 10212229, 9351815
Q9HB71	Q8IUQ4	mint, intact, Biogrid, Hprd	1	1	7	11389839, 25241761, 20181957, 16085652, 12421809, 22295074, 23208506
O43255	Q9HB71	mint, Hprd	1	1	1	11389839
P30304	O96017	mint, Biogrid, Hprd	1	1	5	11298456, 10724175, 18480045, 12759351, 12676583
Q96B97	P22681	mint, intact, Biogrid, Hprd	1	1	31	11894095, 15090612, 15962011, 12177062, 16407834, 19268472, 20711168, 25036637, 11071869, 11894096, 11152963, 15456872, 12135478, 15107835, 20130058, 22262777, 21830225, 19531213, 19417776, 17306257, 16228008, 14596919, 12874286, 12618476, 10679202, 22833562, 17675467, 17072306, 24167568, 25472714, 28514442
Q96B97	Q99962	mint, Biogrid, Hprd	1	1	6	11894095, 11894096, 16164598, 21900206, 15456872, 12218189
P08581	P22681	mint, intact, Biogrid, Hprd	1	1	9	11894096, 18273061, 21163258, 25241761, 16397241, 15123609, 19450681, 19433454, 21222362
Q96B97	Q99963	mint, Biogrid, Hprd	1	1	2	11894096, 21900206
Q9Y5K6	P22681	mint, intact, Biogrid, Hprd	1	1	11	11067845, 17020880, 25036637, 15128873, 12559036, 12672817, 12618476, 22706086, 17188587, 17072306, 25872741
O14964	P0CG48	mint, Biogrid, Hprd	1	1	12	11916981, 12230472, 12750381, 12207904, 16771824, 11988743, 23314748, 20504764, 16735510, 16429130, 26456826, 28190767
P04637	O96017	mint, Biogrid, Hprd	1	1	7	10724175, 15862297, 18833288, 12810724, 10673501, 10710310, 17157788
P39019	P09038	mint, Biogrid, Hprd	1	1	1	11716516
P22681	P16333	mint, Biogrid, Hprd	1	1	9	7517397, 10204582, 11494134, 9851874, 10372803, 10829062, 16503409, 10967110, 24287595
P60953	Q13576	mint, Biogrid, Hprd	1	1	3	8702968, 8756646, 17254974
P60842	Q04637	mint, intact, Dip, Biogrid, Hprd	1	1	17	11408474, 16932749, 17353931, 19203580, 23023399, 18606994, 23478064, 16648488, 16541103, 17053147, 22586265, 22939629, 26344197, 9418880, 24768540, 28514442, 9372926
Q14240	Q04637	mint, intact, Biogrid, Hprd	2	2	4	11408474, 17353931, 26344197, 24768540
P55010	P47813	mint, Hprd	1	1	1	10982835
Q9NR30	P05412	mint, Biogrid, Hprd	1	1	2	11823437, 25609649
P52566	P15153	mint, Biogrid, Hprd	1	1	1	10655614
P35241	P52565	mint, Biogrid, Hprd	1	1	3	9681826, 9287351, 26344197
Q08211	Q9UBU9	mint, Biogrid, Hprd	1	1	3	10924507, 22939629, 22658674
P52948	Q9UBU9	mint, Biogrid, Hprd	1	1	4	10668806, 11551912, 16314397, 11073998
Q9UBU9	P78406	mint, Biogrid, Hprd	1	1	1	10668806
Q92973	Q9UBU9	mint, Biogrid, Hprd	1	1	2	10668806, 21965294
Q9UBU9	P35658	mint, Biogrid, Hprd	1	1	5	10668806, 11073998, 11551912, 10228171, 28514442
Q9UBU9	P37198	mint, intact, Biogrid, Hprd	1	1	7	10668806, 23477864, 25416956, unassigned1304, 16314397, 11073998, 21516116
Q9BUJ2	Q9UBU9	mint, Biogrid, Hprd	1	1	1	10668806
Q9UBU9	P49790	mint, intact, Biogrid, Hprd	1	1	3	10668806, 26496610, 11073998
P04637	Q93009	mint, intact, Dip, Biogrid, Hprd	1	1	22	11923872, 16845383, 17268548, 22653443, 15916963, 16474402, 16402859, 22056774, 17525743, 17380154, 20713061, 21170034, 21845734, 20816748, 22084066, 14506283, 23388826, 25283148, 23382381, 26460617, 26238070, 24462112
O15350	Q09472	mint, Dip, Biogrid, Hprd	1	1	8	11804596, 19218448, 15893728, 15454570, 10648616, 15175157, 18663001, 25675294
Q92629	Q14315	mint, Biogrid, Hprd	1	1	2	10629222, 14506720
Q13326	Q14315	mint, Biogrid, Hprd	1	1	2	10629222, 14506720
O15553	Q9ULZ3	mint, intact, Biogrid, Hprd	1	1	5	11498534, 25006247, 17964261, 12054656, 12646168
O95782	O00291	mint, Hprd	1	1	2	11517213, 11532990
Q969H0	P24864	mint, Biogrid, Hprd	1	1	18	11533444, 14536078, 17646408, 17434132, 16818231, 15980150, 22388891, 15364936, 18559665, 16338364, 17298674, 11565034, 24298052, 21070969, 14739463, 19956254, 28209614, 11565033
Q15642	P60953	mint, Biogrid, Hprd	1	1	3	10713100, 12456510, 9210375
Q92738	Q12929	mint, Hprd	2	2	2	8700527, 11099046
P29353	Q13094	mint, Biogrid, Hprd	2	2	1	9716598
Q13094	P22681	mint, Biogrid, Hprd	2	2	4	9716598, 10477741, 10204582, 19635790
Q9UBN7	P68366	mint, Hprd	2	2	1	12024216
Q9UNS2	P05107	mint, Hprd	1	1	1	10766246
O15143	P42768	mint, Hprd	1	1	1	11943145
O75381	O75381	mint, Biogrid, Hprd	1	1	3	12096124, 10212238, 21525035
O96011	P40855	mint, intact, Biogrid, Hprd	1	1	6	12096124, 10704444, 20531392, 25416956, 11390669, 14709540
P40855	P56589	mint, intact, Biogrid, Hprd	1	1	13	12096124, 10704444, 16189514, 16280322, 21102411, 25416956, 27107012, unassigned1304, 11883941, 11390669, 25007327, 26186194, 28514442
P50542	O75381	mint, intact, Biogrid, Hprd	1	1	8	12096124, 19197237, 21525035, 10837480, 11865044, 10212238, 10022913, 22002062
Q9Y5Y5	P40855	mint, intact, Biogrid, Hprd	1	1	8	12096124, 20531392, 25416956, 11390669, 14709540, 26186194, 28514442, 10704444
P50542	O00623	mint, intact, Biogrid, Hprd	1	1	5	12096124, 10562279, 10837480, 12456682, 22002062
O75381	P40855	mint, intact, Biogrid, Hprd	1	1	4	12096124, 10704444, 19197237, 21525035
P04637	P38398	mint, Dip, Biogrid, Hprd	1	1	11	9926942, 9482880, 14710355, 14636569, 9582019, 16677609, 16969499, 15571721, 19509300, 21742769, 14978302
P42345	O15530	mint, Hprd	2	2	1	11438723
P42345	P42345	mint, Dip, Biogrid, Hprd	1	1	7	11438723, 24670654, 16870609, 17360675, 18030348, 12030785, 10702316
P42345	P31749	mint, intact, Dip, Biogrid, Hprd	1	1	16	11438723, 25241761, 24670654, 10910062, 14970221, 21045808, 15718470, 18566587, 21177249, 18505677, 18566586, 21343617, 23872070, 22084251, 22337773, 25792870
O15530	P23443	mint, Hprd	2	2	5	11438723, 10601311, 9271440, 9445476, 9427642
P31749	O15530	mint, intact, Dip, Biogrid, Hprd	1	1	13	11438723, 21775285, 26256536, 11825911, 11313365, 22569334, 10698680, 12149249, 11445557, 14500673, 11278835, 9368760, 10226025
P23443	P31749	mint, intact, Biogrid, Hprd	2	2	3	11438723, 25241761, 15149849
P60953	P23443	mint, Hprd	2	2	1	11438723
O75689	P48729	mint, Biogrid, Hprd	1	1	2	12062430, 11278595
P48729	P09429	mint, Biogrid, Hprd	2	2	1	12062430
P48729	Q96A00	mint, Biogrid, Hprd	1	1	2	12062430, 15003508
P48729	P26583	mint, Biogrid, Hprd	2	2	1	12062430
P18754	P48729	mint, Biogrid, Hprd	2	2	1	12062430
P50548	P48729	mint, Biogrid, Hprd	2	2	1	12062430
P48729	P63104	mint, Hprd	1	1	2	12062430, 9360956
P62258	P35568	mint, Biogrid, Hprd	1	1	2	9312143, 9111084
Q9Y4H2	P62258	mint, Biogrid, Hprd	2	2	2	9312143, 17979178
Q15750	Q16539	mint, intact, Biogrid, Hprd	1	1	5	11847341, 21900206, 25241761, 12429732, 26391660
Q8IY57	P25490	mint, Biogrid, Hprd	1	1	1	9016636
P42858	O00268	mint, Biogrid, Hprd	1	1	1	11988536
P42858	P08047	mint, Biogrid, Hprd	1	1	2	11988536, 11839795
P08631	O43516	mint, Biogrid, Hprd	1	1	1	12029088
P08631	P42768	mint, Biogrid, Hprd	1	1	5	12029088, 12235133, 10068673, 12769846, 9742969
Q92556	P08631	mint, Biogrid, Hprd	1	1	1	12029088
P08631	P50570	mint, Hprd	2	2	1	12029088
P08631	Q92835	mint, Hprd	2	2	1	12029088
P08631	Q07889	mint, Hprd	1	1	2	12029088, 17141806
P08631	Q96B97	mint, Biogrid, Hprd	2	2	2	12029088, 15707590
P08631	Q9ULH1	mint, Hprd	1	1	2	12029088, 16636290
P61978	P08631	mint, Hprd	2	2	1	12029088
P08631	Q9UI08	mint, Hprd	2	2	1	12029088
P08631	Q07666	mint, intact, Biogrid, Hprd	1	1	5	12029088, 11278465, 17141806, 22641034, 22745667
Q9Y5K6	P08631	mint, Hprd	2	2	1	12029088
P08631	Q9Y3L3	mint, Hprd	2	2	1	12029088
P08631	Q99816	mint, Hprd	2	2	1	12029088
P08631	Q9H6R7	mint, Hprd	2	2	1	12029088
P08631	O00459	mint, Hprd	2	2	1	12029088
Q13094	P08631	mint, Hprd	2	2	1	12029088
P08631	P27986	mint, Hprd	2	2	1	12029088
P08631	Q15393	mint, Hprd	2	2	1	12029088
Q13257	P06213	mint, Hprd	1	1	1	9092546
P55211	Q96CA5	mint, intact, Biogrid, Hprd	1	1	5	11024045, 11801603, 11084335, 25416956, unassigned1304
P55211	O15392	mint, intact, Biogrid, Hprd	2	2	3	11024045, 25241761, 11069302
Q9Y297	P49427	mint, intact, Biogrid, Hprd	1	1	8	12037680, 19615732, 10531035, 20378537, 24912152, 23027877, 25900982, 28514442
P08581	Q96S59	mint, Biogrid, Hprd	1	1	1	12147692
P0DP23	P11233	mint, Biogrid, Hprd	1	1	3	12034722, 15817490, 9188503
P0DP24	P11233	mint, Biogrid, Hprd	1	1	3	12034722, 15817490, 9188503
P0DP25	P11233	mint, Biogrid, Hprd	1	1	3	12034722, 15817490, 9188503
P11234	P0DP23	mint, Biogrid, Hprd	1	1	1	12034722
P11234	P0DP24	mint, Biogrid, Hprd	1	1	1	12034722
P11234	P0DP25	mint, Biogrid, Hprd	1	1	1	12034722
P21980	P51178	mint, Biogrid, Hprd	1	1	2	10518533, 9512491
O00161	Q9UKI8	mint, Hprd	1	1	1	10588641
Q14191	P13010	mint, intact, Biogrid, Hprd	1	1	8	10783163, 14734561, 11328876, 26496610, 12177300, 10880505, 21679440, 12937274
Q14191	P12956	mint, intact, Biogrid, Hprd	1	1	7	10783163, 14734561, 11328876, 26496610, 12177300, 10880505, 28514442
P13010	P12956	mint, intact, Dip, Biogrid, Hprd	1	1	36	10783163, 11493912, 17159921, 17283121, 17308091, 21070772, 26496610, unassigned1304, 22451927, 25574025, 10446239, 9488450, 10219089, 10207052, 10984620, 12145306, 15520013, 15023334, 21172662, 21454661, 15367688, 15910003, 10757784, 21679440, 19177010, 19118032, 22939629, 10750018, 11196700, 22863883, 18809223, 26344197, 19906305, 28514442, 12519782, 8702520
Q9UBS0	O00418	mint, Hprd	1	1	1	11500364
O00418	Q15418	mint, Biogrid, Hprd	1	1	4	11500364, 14709557, 15024086, 11171059
P28069	P14921	mint, Hprd	1	1	1	9032233
P98170	P55211	mint, intact, Dip, Biogrid, Hprd	1	1	26	11242052, 11801603, 16189514, 12620238, 18022362, 25241761, 25416956, 27107012, unassigned1304, 15280366, 9545235, 11390657, 15749826, 14523016, 15300255, 15507451, 16701639, 19153467, 17179183, 17291493, 14512414, 19698783, 16322207, 23074197, 15069192, 11927604
Q9Y297	P25963	mint, intact, Biogrid, Hprd	1	1	25	10644755, 12482991, 9990853, 10066435, 10075690, 9859996, 20353940, 19933270, 22022389, 20797629, 20558726, 9990852, 22590978, 22388891, 19053519, 11027288, 24464578, 24912152, 25190485, 10497169, 10713156, 20638939, 25900982, 27001857, 20851351
Q9UKB1	Q13616	mint, intact, Dip, Biogrid, Hprd	2	2	15	10644755, 14603323, 19615732, 25241761, 25609649, 18354482, 10321728, 10230406, 21145461, 22851693, 19150432, 24500709, 25332235, 25900982, 25515538
Q13616	Q9Y297	mint, intact, Dip, Biogrid, Hprd	1	1	30	10644755, 14603323, 12609982, 17318178, 19945379, 19615732, 18354482, 10531035, 15966899, 11850407, 11483504, 10713156, 10066435, 18056411, 21249194, 9990852, 19966869, 10023660, 17215248, 21145461, 22851693, 19150432, 25143387, 25249620, 25332235, 25900982, 25515538, 15536641, 28514442, 27910872
Q9Y297	Q9UKB1	mint, intact, Biogrid, Hprd	2	2	4	10644755, 19615732, 25900982, 28514442
Q9Y297	Q9Y297	mint, Biogrid, Hprd	1	1	2	10644755, 28063214
P29353	Q9UQC2	mint, Biogrid, Hprd	1	1	4	10704825, 12135708, 11782427, 14982882
Q92835	P29353	mint, Biogrid, Hprd	1	1	9	10704825, 10822173, 10194451, 12024011, 8643691, 10900203, 15470047, 8723348, 8874179
P29353	P32927	mint, Biogrid, Hprd	2	2	3	10704825, 16437163, 10477722
Q07889	Q15811	mint, intact, Biogrid, Hprd	1	1	4	10716926, 20936779, 18539136, 15824104
O43543	O75771	mint, intact, Dip, Biogrid, Hprd	1	1	14	10749867, 16710300, 25416956, unassigned1304, 25910212, 11834724, 12975363, 15115758, 11842113, 26186194, 27161866, 28514442, 10871607, 14704354
Q15811	O00401	mint, Biogrid, Hprd	1	1	2	11584276, 18539136
P02489	P43320	mint, Biogrid, Hprd	1	1	2	11700327, 12601044
P07315	P02511	mint, Biogrid, Hprd	1	1	2	11700327, 12601044
P43320	P07315	mint, Biogrid, Hprd	1	1	2	11700327, 12601044
P07315	P02489	mint, Biogrid, Hprd	1	1	3	11700327, 12601044, 15322286
P02511	P43320	mint, Biogrid, Hprd	1	1	3	11700327, 12601044, 16274233
P02511	P02489	mint, intact, Dip, Biogrid, Hprd	1	1	17	11700327, 22085609, 23188086, unassigned1304, 25910212, 19651604, 22153508, 16142923, 12601044, 18401461, 17260942, 22427585, 18639655, 16760894, 25416956, 25694240, 26657544
P43320	P04792	mint, Biogrid, Hprd	1	1	1	11700327
P04792	P02489	mint, Biogrid, Hprd	1	1	2	11700327, 12601044
P02511	P04792	mint, Dip, Biogrid, Hprd	1	1	10	11700327, 23188086, 18330356, 1560006, 12601044, 17916631, 20863832, 23532854, 26186194, 28514442
Q16832	P12931	mint, Biogrid, Hprd	2	2	2	11884411, 16186108
P29353	Q16832	mint, Biogrid, Hprd	1	1	1	11884411
Q13526	P68400	mint, Biogrid, Hprd	1	1	1	11940573
P11388	Q13526	mint, Biogrid, Hprd	2	2	1	11940573
P15498	P46108	mint, Hprd	2	2	1	8621483
P22681	P46108	mint, intact, Dip, Biogrid, Hprd	1	1	22	8621483, 15581361, 19380743, 8524328, 8626543, 25814554, 9178909, 9461587, 8943292, 12393469, 10962563, 9129019, 8626404, 8683103, 9416834, 9988765, 16289966, 9617486, 18835194, 22974441, 8662998, 11792427
Q13905	P46108	mint, intact, Dip, Biogrid, Hprd	1	1	11	8621483, 17474147, 19380743, 17515907, 7512734, 8943292, 7531694, 18835194, 11870224, 12054111, 19001122
Q13905	P62993	mint, intact, Biogrid, Hprd	1	1	4	8621483, 20936779, 7512734, 8943292
P08069	Q13322	mint, Biogrid, Hprd	1	1	6	9506989, 12697834, 8776723, 8764099, 19165858, 8621530
Q13322	P06213	mint, Dip, Biogrid, Hprd	1	1	8	9506989, 19648926, 10871840, 8621530, 7479769, 9006901, 15664450, 12493740
Q13322	P00533	mint, intact, Biogrid, Hprd	1	1	4	9506989, 24658140, 25402006, 9006901
P01112	Q03135	mint, Hprd	1	1	1	8621645
Q03135	P12931	mint, Biogrid, Hprd	1	1	3	8621645, 8910575, 8632005
Q9Y4H2	P08069	mint, Hprd	1	1	2	8662806, 9852124
P06213	Q9Y4H2	mint, Biogrid, Hprd	1	1	3	8662806, 8626379, 9195949
P06213	P35568	mint, intact, Dip, Biogrid, Hprd	1	1	9	8662806, 7935368, 16582879, 17167487, 11606564, 8626379, 11781100, 7499194, 15629149
P04275	P07359	mint, intact, Biogrid, Hprd	1	1	4	12183630, 15039442, 12087105, 6336654
P07814	P41252	mint, intact, Biogrid, Hprd	1	1	5	10913161, 9556618, 22939629, 22863883, 26344197
P07900	P07814	mint, Biogrid, Hprd	1	1	1	10913161
P78560	P42575	mint, intact, Biogrid, Hprd	1	1	9	8985253, 15073321, 16652156, 11156409, 25416956, 27107012, unassigned1304, 23049853, 11832478
Q96RN5	Q15796	mint, Biogrid, Hprd	2	2	1	12167862
P84022	Q96RN5	mint, Biogrid, Hprd	2	2	1	12167862
Q13485	Q15796	mint, intact, Biogrid, Hprd	1	1	48	12167862, 15231748, 15350224, 18511908, 19135894, 18729074, 21988832, 22442258, 25609649, 12794086, 10199400, 11264182, 12419246, 9311995, 11027280, 11274206, 9288972, 10531362, 9892009, 11114293, 11102446, 18783722, 15817471, 12808092, 12732634, 10781087, 21454478, 16751102, 10085121, 10878024, 21532621, 17283070, 19917253, 12621041, 16916642, 15922743, 15761153, 17591701, 9111321, 15467747, 12543979, 19139564, 23788427, 24157709, 11927552, 24584437, 25514493, 26555259
O75586	Q15796	mint, Biogrid, Hprd	2	2	1	12167862
O75586	Q15797	mint, Biogrid, Hprd	2	2	1	12167862
Q9Y2G2	Q9Y2G2	mint, intact, Hprd	1	1	4	12067710, 28137891, 15030775, 11408476
Q14192	Q9Y2G2	mint, Hprd	1	1	1	12067710
P27694	Q14191	mint, intact, Biogrid, Hprd	1	1	6	10373438, 15965237, 15735006, 24126761, 24332808, 26474068
P13569	P27824	mint, intact, Biogrid, Hprd	2	2	4	12208510, 16546175, 17110338, 18716059
P15172	P11831	mint, Hprd	1	1	1	8617811
P11831	P15173	mint, Biogrid, Hprd	1	1	2	8617811, 10082523
Q13485	P17676	mint, intact, Biogrid, Hprd	1	1	3	12202226, 16959612, 12524424
P17676	P84022	mint, Biogrid, Hprd	1	1	2	12202226, 12524424
P10644	Q92667	mint, Biogrid, Hprd	1	1	3	9065479, 12634056, 10764601
P98170	O43464	mint, intact, Biogrid, Hprd	1	1	12	11602612, 11801603, 11604410, 11583623, 24698088, 12865429, 15300255, 15781261, 11803371, 15201285, 11606597, 17906618
P49815	P63104	mint, Biogrid, Hprd	1	1	8	12438239, 12468542, 15161933, 20618440, 16636147, 12176984, 22001647, 12364343
P61981	P49815	mint, Hprd	1	1	2	12438239, 12364343
P31947	P49815	mint, Hprd	1	1	2	12438239, 12364343
P49815	P62258	mint, Biogrid, Hprd	1	1	3	12438239, 17979178, 19608861
P49815	P31946	mint, intact, Biogrid, Hprd	1	1	10	12438239, 12468542, 15324660, 17353931, 20169078, 12582162, 24255178, 12364343, 12176984, 16636147
Q04917	P49815	mint, intact, Hprd	1	1	2	12438239, 17979178
P49815	P27348	mint, intact, Biogrid, Hprd	1	1	4	12438239, 17353931, 20618440, 15161933
P08069	P62258	mint, Biogrid, Hprd	1	1	1	9111084
P27348	O15530	mint, Biogrid, Hprd	1	1	2	12177059, 19010391
O15530	Q04917	mint, Biogrid, Hprd	1	1	1	12177059
P63104	O43524	mint, Biogrid, Hprd	2	2	1	10102273
O43524	P31749	mint, intact, Biogrid, Hprd	1	1	3	10102273, 25241761, 21775285
P46527	P27348	mint, Biogrid, Hprd	2	2	3	12042314, 17470459, 18281517
P46527	P31749	mint, intact, Biogrid, Hprd	1	1	4	12042314, 25241761, 16780593, 12244301
P27348	P78314	mint, Hprd	1	1	1	12501243
P06729	O95400	mint, Biogrid, Hprd	1	1	6	10404223, 9741631, 9843987, 12426371, 16000308, 15105431
P27348	P46937	mint, intact, Biogrid, Hprd	1	1	5	12535517, 22863277, 24366813, 24255178, 15161933
P06729	O43586	mint, Biogrid, Hprd	1	1	1	9857189
Q9Y5K6	P06729	mint, Biogrid, Hprd	1	1	5	9741631, 17020880, 23663663, 12690097, 12618476
P31946	P30291	mint, intact, Biogrid, Hprd	1	1	3	10775038, 15324660, 17353931
P06493	P31947	mint, Biogrid, Hprd	2	2	1	10524633
P27348	P42338	mint, Hprd	1	1	1	7479742
P50281	Q07021	mint, Biogrid, Hprd	1	1	2	12220632, 11773076
Q9P0K1	P63104	mint, intact, Hprd	1	1	2	12589811, 16868027
Q03431	Q04917	mint, Hprd	1	1	1	12595070
P30307	P53350	mint, Dip, Biogrid, Hprd	1	1	8	12595692, 14532005, 19597481, 17307877, 11202906, 19503101, 11897663, 16753148
O14649	P31946	mint, Biogrid, Hprd	1	1	3	12437930, 23772394, 12433946
P42574	P62258	mint, Hprd	1	1	1	12657644
P54274	Q15691	mint, Biogrid, Hprd	1	1	2	11943150, 11701125
P25054	Q15691	mint, intact, Biogrid, Hprd	1	1	7	11943150, 19632184, 26496610, 12388762, 23001180, 11470413, 7606712
P54274	Q96BK5	mint, Biogrid, Hprd	1	1	6	11701125, 27214791, 21044950, 19164295, 26186194, 28514442
P54274	P54274	mint, intact, Biogrid, Hprd	1	1	7	11701125, 9391075, 9130722, 20811636, 19487455, 21044950, 24895130
P54274	P15531	mint, Biogrid, Hprd	1	1	2	11701125, 9480811
Q9BSI4	P54274	mint, intact, Dip, Biogrid, Hprd	1	1	16	11701125, 16169070, 15383534, 25416956, 26496610, 17589526, 16880378, 15181449, 10581025, 20811636, 19487455, 15316005, 21044950, 15133513, 26186194, 28514442
